image_path,image_R,image_G,image_B,image_S1,image_S2,image_S3,image_S4,image_S5,image_S6,image_S7,label,case
D:\Github\RGB-S\data\simulation_binary_1//images//01524,D:\Github\RGB-S\data\simulation_binary_1//images//01524_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01524_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01524_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01524_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01524_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01524_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01524_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01524_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01524_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01524_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01525,D:\Github\RGB-S\data\simulation_binary_1//images//01525_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01525_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01525_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01525_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01525_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01525_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01525_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01525_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01525_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01525_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01526,D:\Github\RGB-S\data\simulation_binary_1//images//01526_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01526_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01526_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01526_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01526_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01526_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01526_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01526_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01526_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01526_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01527,D:\Github\RGB-S\data\simulation_binary_1//images//01527_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01527_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01527_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01527_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01527_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01527_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01527_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01527_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01527_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01527_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01528,D:\Github\RGB-S\data\simulation_binary_1//images//01528_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01528_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01528_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01528_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01528_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01528_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01528_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01528_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01528_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01528_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01529,D:\Github\RGB-S\data\simulation_binary_1//images//01529_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01529_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01529_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01529_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01529_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01529_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01529_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01529_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01529_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01529_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01530,D:\Github\RGB-S\data\simulation_binary_1//images//01530_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01530_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01530_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01530_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01530_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01530_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01530_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01530_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01530_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01530_07.png,1,Validation
D:\Github\RGB-S\data\simulation_binary_1//images//01531,D:\Github\RGB-S\data\simulation_binary_1//images//01531_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01531_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01531_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01531_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01531_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01531_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01531_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01531_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01531_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01531_07.png,1,Test
D:\Github\RGB-S\data\simulation_binary_1//images//01532,D:\Github\RGB-S\data\simulation_binary_1//images//01532_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01532_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01532_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01532_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01532_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01532_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01532_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01532_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01532_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01532_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01533,D:\Github\RGB-S\data\simulation_binary_1//images//01533_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01533_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01533_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01533_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01533_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01533_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01533_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01533_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01533_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01533_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01534,D:\Github\RGB-S\data\simulation_binary_1//images//01534_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01534_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01534_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01534_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01534_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01534_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01534_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01534_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01534_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01534_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01535,D:\Github\RGB-S\data\simulation_binary_1//images//01535_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01535_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01535_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01535_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01535_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01535_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01535_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01535_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01535_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01535_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01536,D:\Github\RGB-S\data\simulation_binary_1//images//01536_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01536_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01536_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01536_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01536_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01536_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01536_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01536_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01536_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01536_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01537,D:\Github\RGB-S\data\simulation_binary_1//images//01537_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01537_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01537_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01537_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01537_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01537_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01537_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01537_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01537_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01537_07.png,0,Validation
D:\Github\RGB-S\data\simulation_binary_1//images//01538,D:\Github\RGB-S\data\simulation_binary_1//images//01538_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01538_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01538_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01538_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01538_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01538_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01538_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01538_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01538_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01538_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01539,D:\Github\RGB-S\data\simulation_binary_1//images//01539_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01539_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01539_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01539_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01539_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01539_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01539_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01539_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01539_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01539_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01540,D:\Github\RGB-S\data\simulation_binary_1//images//01540_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01540_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01540_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01540_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01540_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01540_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01540_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01540_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01540_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01540_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01541,D:\Github\RGB-S\data\simulation_binary_1//images//01541_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01541_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01541_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01541_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01541_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01541_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01541_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01541_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01541_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01541_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01542,D:\Github\RGB-S\data\simulation_binary_1//images//01542_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01542_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01542_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01542_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01542_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01542_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01542_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01542_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01542_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01542_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01543,D:\Github\RGB-S\data\simulation_binary_1//images//01543_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01543_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01543_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01543_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01543_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01543_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01543_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01543_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01543_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01543_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01544,D:\Github\RGB-S\data\simulation_binary_1//images//01544_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01544_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01544_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01544_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01544_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01544_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01544_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01544_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01544_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01544_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01545,D:\Github\RGB-S\data\simulation_binary_1//images//01545_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01545_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01545_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01545_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01545_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01545_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01545_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01545_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01545_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01545_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01546,D:\Github\RGB-S\data\simulation_binary_1//images//01546_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01546_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01546_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01546_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01546_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01546_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01546_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01546_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01546_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01546_07.png,0,Test
D:\Github\RGB-S\data\simulation_binary_1//images//01547,D:\Github\RGB-S\data\simulation_binary_1//images//01547_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01547_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01547_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01547_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01547_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01547_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01547_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01547_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01547_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01547_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01548,D:\Github\RGB-S\data\simulation_binary_1//images//01548_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01548_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01548_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01548_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01548_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01548_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01548_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01548_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01548_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01548_07.png,0,Test
D:\Github\RGB-S\data\simulation_binary_1//images//01549,D:\Github\RGB-S\data\simulation_binary_1//images//01549_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01549_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01549_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01549_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01549_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01549_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01549_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01549_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01549_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01549_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01550,D:\Github\RGB-S\data\simulation_binary_1//images//01550_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01550_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01550_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01550_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01550_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01550_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01550_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01550_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01550_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01550_07.png,1,Validation
D:\Github\RGB-S\data\simulation_binary_1//images//01551,D:\Github\RGB-S\data\simulation_binary_1//images//01551_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01551_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01551_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01551_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01551_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01551_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01551_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01551_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01551_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01551_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01552,D:\Github\RGB-S\data\simulation_binary_1//images//01552_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01552_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01552_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01552_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01552_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01552_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01552_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01552_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01552_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01552_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01553,D:\Github\RGB-S\data\simulation_binary_1//images//01553_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01553_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01553_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01553_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01553_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01553_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01553_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01553_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01553_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01553_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01554,D:\Github\RGB-S\data\simulation_binary_1//images//01554_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01554_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01554_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01554_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01554_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01554_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01554_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01554_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01554_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01554_07.png,0,Validation
D:\Github\RGB-S\data\simulation_binary_1//images//01555,D:\Github\RGB-S\data\simulation_binary_1//images//01555_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01555_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01555_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01555_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01555_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01555_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01555_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01555_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01555_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01555_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01556,D:\Github\RGB-S\data\simulation_binary_1//images//01556_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01556_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01556_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01556_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01556_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01556_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01556_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01556_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01556_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01556_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01557,D:\Github\RGB-S\data\simulation_binary_1//images//01557_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01557_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01557_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01557_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01557_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01557_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01557_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01557_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01557_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01557_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01558,D:\Github\RGB-S\data\simulation_binary_1//images//01558_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01558_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01558_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01558_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01558_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01558_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01558_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01558_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01558_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01558_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01559,D:\Github\RGB-S\data\simulation_binary_1//images//01559_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01559_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01559_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01559_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01559_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01559_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01559_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01559_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01559_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01559_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01560,D:\Github\RGB-S\data\simulation_binary_1//images//01560_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01560_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01560_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01560_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01560_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01560_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01560_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01560_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01560_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01560_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//01561,D:\Github\RGB-S\data\simulation_binary_1//images//01561_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//01561_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//01561_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//01561_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//01561_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//01561_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//01561_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//01561_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//01561_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//01561_07.png,0,Train
